reference,prediction_lm,prediction_ctc,wer_lm,cer_lm,wer_ctc,cer_ctc,audio_path
"তরতরি খা নাইলে বাবু মারবে, মাজে মাজে কইতাম আরিফ পানি বানান করতে পারো? কয় ফারি। কই কর দেহি। হয় আকার নয় রসসি হানি, এইত শালা, হইছে পানি বানান? হানি। হয় আকার নয় রসসি হানি। আমগো লগে অনেক ভাড়া রইছে, হেইরপর আমাগো বাড়ির আশেপাশে বেশিরভাগ নোয়াখালী, দাদায় তো গালাগালি করে","অাকে অাকেে অারি ফানিবেনাঅ ৌরঙে লার ৌয় ফারি? ৌদ ৌান রে তানিৎ থ খা্া থইছে ফানিবেনাৎ তানিৎ ঋৌান""না রশি অোগে্ো থনেৌ ভারা রইছেঋ লজেঅের অাো ভাজ়ির আশেঙশে বেশির বাগগিন দাদায় ঙো দাা ফরে","মাঝে মাঝে কতে মারিব, ফানিবেনাম করতে পারে। কয় ফারি?  করদি ও কান রেশি হানি। অদ খালা। অইছে ফানিবেনা। হানি। ক একান্না রশি না। আ মোগে লোগ অনেক ভারা রইছে। এর পেডেমেরি মাগো ভাড়ির আশেতশে বেশির বাগগিনরা দাদায় তো দামাগা ফরে",0.9795918367346939,0.5539033457249071,0.8979591836734694,0.45353159851301117,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0011.wav
"তরতরি যা তয় তরতরি যা, কলে যাইয়া ধুই আয়, আমার আমরা যে ভাই, গৌরনদী আমরা যে, উই যে খোরশিদ ডাক্তার অরা কিন্তু নোয়াখাইল্লা। খোরশেদ ডাক্তার? হুম। একচুয়ালি অরা জন্মগত নোয়াখাইল্লা। কিন্তু অরা খোরশেদ ডাক্তার আমাগো এইজায়গা আইছে, এই কত মানুষ জানেন এই গৌরনদীর বুকে বাংলাদেশের প্রত্যেকটা জিলার লোক আছে গৌরনদীতে, গৌরনদীতে এমন কোনো লোক নাই, আইয়া জাগা-জোগা কিন্না","খয়:ে ন চাই ৌফ ৎ আঅা আঅরা যে বাই গরনু দি আরা যাইবা খশির জাৌ""ঙার না ৌিন""ঙু অোয খই্""্াৎ উ ঋৌচুন :ন""অগঙ নো খই্""্াৎ ৌিন""ঙু থ জাৌ""ঙার আঅাগ ে  ঙো অানুষ :ানেন ঋই গরুনঙে বুৌে বাং্াদেশের লোর""ঙেৌটা :ি্ের ্োৌ আছে গরন দিঙে েৎ গরনু দিঙে আ আইয়া :াগা যগা","ডা খয় বুজে না চাই।  এ কলফা দি়। আমার আমরাা যে বাই, গরনু দি আমরা যাইবা। এ খশির ডাক্তার। অনা কিন্তু মোয়া খাইল্লা। উ একচুনে আ জন্মগে তো নোয়ও খাইল্লা। কিন্তু অরা ও ডাক্তার আমা গো ছে। অা  তো তো মানুষ জানেন এই গরুনতের বুকে বাংলাদেশের পোর্তেকটা জিলের লোক আছে, গরন দিতে আইলে। গরোনু দিতে আে া আইয়া জাগা যোগা তাা",0.9482758620689655,0.5830985915492958,0.8448275862068966,0.4197183098591549,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0012.wav
"কান্টিরি কি এমন কোনো ডিষ্টিকের লোক নাই, না আছে মামা, এমন কোনো লোক নাই। মানি এই খোরশেদ ডাক্তার আইছে আমি তো ই করি না আমার মায় হেরা কইছে, একালে অর বাই আমানুল্লা","ৌান""টিরিৌ ঋঅন ৌোনো জিস""টিৌের ্োৌ না না আছে অাঅা়ৎ অানে ঋই খোশের জাৌ""ঙার আইছে আঅি ঙো ই ৌরি নাঅা অায় তেরা ছেফুৌা্ো থর ভাই আঅা উ়্","কান্টিরিকা এমন কোনো ডিস্টিকের লোক নাই। না, আছে মামায়। মানে এই খোশের ডাক্তার আইছে, আমি তো ই করি নামা মায় হেরা ছে ফুডা নইকালোই, অর ভাই আমান উলয় আম",0.875,0.44936708860759494,0.6875,0.31645569620253167,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0013.wav
"হ্যারপর দেহি রডের কামে আত-পায়ে ফাডে অনেক ছেন্নি-ঠেন্নির বারি-বুরি খাইয়া, দিলাম বাদ","ঋরলরে দেতির সাঅা আ ফাজে থনেৌ সঅয় ঠ""ানি ঠ""নিজি ভাজ়ি-গরি খাইয়ে দি্াঅ বাঙ",এরপরে দেহিরযর সামা আ ফাডে অনেক সময় ঠ্যানি ঠ্নিডিজ ভাইড়ি-গরি খাইয়ে দিলাম বাত,1.0833333333333333,0.5476190476190477,0.9166666666666666,0.4642857142857143,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0014.wav
"শুরু কইরা, এক ইস্কুলনেসপেক্টারের মাইয়া কয় যেমন এদিগ আয়। কোয়াটারে তরতরি। টিএনও থাকে হেইডা, আর ওনার কোয়াটার শুরাইবে গুদুলি। হেইয়া সম্পর্ক অইছে, এমন কালা বালো দেহায় না আপারে।","রু ৌর ঋৌ স""ৌু্ নিসলটারের অাইয়া ত""রে, ৌয় খোষের জাৌঙর তে আঅার না ৌোয়াটারে  ঃাৌে েইটা আর ধনাৌ ৌয়াটার ্জা ৌৃু্িৎ তর সঅ""ল""ৌ আছেৎ ঋঅন ৌা্া ভা্ো ঙাতে না আফারে","কুরু কইরা, একি স্কুল নিসপেরটারের মাইয়া, হ্রে, কোয়ামন খোষের ডাকতর হেই, আমার নাগে ক? কোয়াটারে  দ গেমো থাকে হেইটা আর ওনাক কোয়াটার ফলা ইডা কধুলি। হেরে সম্পা্ক আছে। এমন কালা ভালো তাহে না আমফারে",1.0,0.5898876404494382,0.9285714285714286,0.46629213483146065,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0015.wav
"হেইয়া দুইজনে সম্পর্ক করছে, আপার আগে চাকরি হইছে। হেই চাকরি কইরা, হেই খোরশেদ ডাক্তাররে পড়াইয়া ডাক্তার বানাইছে। এহন আর হেরে বালো লাগে না তিনডা মাইয়া। একটা মাইয়া তুই বাত খাইছো? ই বাবে পড়ে। অ্যা? আরেকটা মাইয়া জানি কি করে। খাইসছ বাত? দুইডারই বিয়া হইছে, বাত খাওয়াইছেন? একটার বিয়া অয় নাই। ইকটু লুডুসহান দিছি হেও খায় না।","তে ইয়া দুই:নে সলরৌ ৌরছে আলানগে চাৌরি থইছে  চাৌরি ৌইরা তেই খইচে জাৌ""ঙার লর়াইয়া জাৌ""ঙার বানাইছেৎ ঋতন আর ্ারে ভা্ো ্াগে  অাইয়াৎ ঋট""টা অাইয়াজা ভাঙ খা ইভাবে লরে আরে :নো ৌি ৌরে? খাইছ বাবজারে বিয়া থইছ ঋট বাঙ খাছে?","হে ইয়া দুইজনে সবপর্ক করছে আপান আগে চাকরি অইছে, এই চাকরি কইরা হেই খইচে ডাক্তার পর়াইয়া ডাক্তার বানাইছে। এহন আর লারে ভালো লাগে লতি মাইয়া। এইট্টা মাইয়া ডাা। ভাত খাইতা ইভাবে পরে আরেক কো? জনো কি করে? খাইছ বা বিডারে বিয়া অইছ। এটটা। বাত খাযছে?  ওডন কেনে",0.9642857142857143,0.5386996904024768,0.7678571428571429,0.38080495356037153,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0016.wav
অ্যাহন আপনেগো লগে খায় না? হেই খোরশেদ ডাক্তার বিয়া করছে তিনডা। আর মানষে কয় হ ওইডুক বয়সে। খাইবে কি হেলে? হেইলে মাইয়ার চেহারা যাইবে আরও। ফাহে ফাহে খাওয়ানের চেষ্টা করতে অইবে। আর আমার এই হোম মিনিষ্টার খুপ চালু লোক। হেয় যদি আছকের বেলায় না খাবে তয় রাত্রে আর খাওয়া হবে না।,"ঋতন আলনাগু্া খায় না?  ায় দ দর দে ৌি  ে যে জসেৎ খাইবে ৌি বেজে? ে যাইবে আরোৎ খাতের ফাতে খাধয়ানের চেষ""ঠা ৌরঙে ইবে আর আঅার ঋই তোঅঅিনিস""টার খুব চা্ই্োৌৎ ঋেঙি আ:ঙের বে্া না খাবেঙ রার যাধ়াবে নাৎ","এহন আপনাগুলা খায় না? এ খায় দেন দার দেে কি খায়া নাম নদেে যে নে ওওই ডক সে। খাইবে কি বেডে? এতা? লে ন  ে যাইবে আরো। খাযহের ফাহে খাওয়ানের চেষ্ঠা করতে ইবে আর আমার এই হোমমিনিস্টার খুব চাল-ইলোক। এ দেতি আজতের বেলা না খাবে, ত রাতের যাও়াবে না।",0.8823529411764706,0.5036496350364964,0.803921568627451,0.3795620437956204,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0017.wav
"এ বু এ, উনি জানে, এ বুড়ি আয়, ডিম হেদ্ধ খায় না, অরে এইয়া ই খাওয়ান জিংক সিরাপ খাওয়ান তিনডা, জিংক সিরাপ কাইলও একটা আনছি। এক্কারে খাওয়াইন্না, আয় টি, টি, টি, টি, টি, এই লোকের সমস্যা, এই লোকেরে বারবার আমি কইছি একটা শ্যাষ অওয়ার আগে আবার একটা, না একসাথে কী খাওয়াইবে","আটাজিরঅন""খ়ে ই খাধযান, :ি সিরআল খাধয়ান ঙিনজাৎ :ি সিরৌাই্ ঋৌ""টা আনছিৎ ঋৌ""ৌারে খায়াইন""না আ গটিটি ট সঅস""যাৎ ঋই্ো ৌেরু বারবারানি ৌইছি যে ঋ টশা খাই্ে খাধয়াইবান আ","জা আ টটা ডিরমন্ খ়ে ইা ই খাওয়ান, জিং সির আপ খাওয়ান তিনডা? জিংসির  কাইলো এক্টা আনছি। এক্কারে খাওয়াইন্না আ গটটিটিটিটি টি সমস্যা। এইলো কেইরু বারবারানি কইছি যে এটা শেযা সাজাবারাছি খাইলে খাওয়াইবানা আর",0.9803921568627451,0.6179775280898876,0.9215686274509803,0.4606741573033708,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0018.wav
"মানে কোনো মানে টাইমলি, না বাত, ওই বড়ো পোলা বাত খাইতে চায় না, মানে টাইম টু টাইম। তিনমাস খাওয়াইতেন। তিনমাস কী তিনডা আইন্না খাওয়ায়, একটা আর কি একমাস যায়, তিনডা অইলো কোর্স, তিনডায় যাইবে একুশ দিন, তিনডায় কোর্স একটা খাওয়াইলে কাম অইবে না, তুমি এই সকাল দশটায়, সকাল আটটায় খাওয়াবা, আরে এই লোক, এয়ারপর মনে করো","অানে ৌোনোঅানো লো্া ভাঙ খাই""টা টুটাইঅৎ ঙিনজা সয়ঙ ঙি ঙিনৌ ঙিনজ ইন""না খাধয়য় ঋট ঙিজা্ো ৌো ঙিনজা যাইবা ৌুস দিনৎ ঙিন""জা ৌোস? ঋৌটা খাধয়াইছা খায তা া সৌা্ দশা সৌা্ আটটায় খাধয়া বাৎ ঋঅে","মানে কোনো মানে কডানা বাতোলে পোলা ভাত খাইত্টা  এ টুটাইম। তিনডা সয় তিছু তিন তিনন ক তিন ডা আাইন্না খাওয়য়। একটা তিনন্ডা ইলো কো তিন্ডা যাইবা কুস দিন। তিন্ডা কোস? একটা খাওয়াইইছা, খায় হা ছা সকাল দশ টাই সকাল আটটায় খাওয়া বা। এযর এ মনে",0.9821428571428571,0.6012861736334405,0.8392857142857143,0.44694533762057875,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0019.wav
"এক্কারে একটায় খাওয়াবা হেইরপরে সন্দায় খাওয়াবা, হ খালি এক্কারে বউর দোষ, এই লোক। আরে খারান মেয়া শিক্কিত কি কোম নি? টু পাস লোক, কলেজের বারান্দায় ঘোরছে, এই লোক যতি একবেলা ওষুদ মিস দেয় পরেরবেলা দুইবেলারডা একচোডে খাওয়ায়, হ এক্কালে দুইবেলা, অরে হাগ দে, হাগ দে অ্যান্টিবায়োটিক তরিত হেইয়া খাওয়াইছে। না, না, না, খবরদার","ঋৌটায় খাধয়ার বায় ঋ    খাা  ৌঅনি টুলাূস ্োৌৎ ৌ্ে:ের লর য় ঘটছে ঋই ্োৌ যঙি ঋৌবে্া থসুৃ অিস দায় লরেবে্ায় দুইব্াজা বে খাধয়াইৎ  াটিৌ""ঙরি ঃাইয়ে খাধয়াইছেৎ ত",কর একটায় খাওয়ার বায় এইপ স খা   আার খারামা। য তি কোমনি টুপাঁস লোক। কলেজের পারে দয় ঘটছে এই লোক যুতি এক বেলা অসুধ মিস দায় পরের বেলায় দুইবলাডা  বে খাওয়াই।  যা ারটিভিিক্তরি থাইয়ে খাওয়াইছে। হর,1.0,0.6833855799373041,0.9245283018867925,0.5329153605015674,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0020.wav
"কন দেহি, কতা না জানি না মানে এইগুলি করবা না, রিঅ্যাকশন করবে। খাওয়াইয়া আমিনুইল্লারে মারছিলি না মুই প্রথম, মুই অইলো মনে কর চাহা, মোর বদনাম কী?","ৌঙ তয়ে ৌ ঙা না, :ানি না অানে ঋগু্ি ৌ়বেন না ঙ তধয়ইয়া আঅি নি্""্র অারছে্িনা না অুই ব থ""যা অুই থই্া অনে ৌরছে তৎ বউর বদ নাঅ ৌি","কত হইয়ে ক। কতা না, জানি না মানে এগুলি কড়বেন না? ও তো, হাওয়াইয়া আমি নিল্লরে মারছেলিনা নাত। মুই ব অ্য়া, মুই অইলা মনে করছে হ। বউর বদ নাম কি",1.0384615384615385,0.5492957746478874,0.8846153846153846,0.39436619718309857,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0021.wav
"একটা কৌড্ডায় কতডুক ওষুদ থাহে, কয়বেলা খাওয়াইলে কতডুক যায় ওগুলা মুই চাওয়ার লগ লগ কইয়া দেতে আরমু। এ আসলেই আপনে এই এট্টু আগে কইছেন বউরে, বউ মল্লে বালো অইতো ওয়া কয় কোন কতা? শান্তি না থাকলে তো এই কতা কয়ই, হেইয়া না ভাবির খাওয়ান লাগবে না মানে ঔষদটা, এহন ধরেন সকালে বেলা যে মুই খাওয়ামু হেসময় ও থাহে ঘুমাইন্না","ঋৌটা ৌইজ""জা ৌঙজু থষুৃ ঃাতে ৌয় ব্া খাধয়া্ে ৌঙজুৌ যে ঋগু্ লা্া ৌ আঅনে ঋটআগে ৌছে ব রায়্য আগ""জা   ানঙিরনা ঃাৌ্েঙই ৌ ঋইয়ানাবা্ খায়ার ্াগবে না অনে   ঋতন ৃরে না অি সৌা্ব্ যে খাধয়াইয় তে সঅয়ধ ঃাতে ঘুঅাইন""নাৎ","একটা কোইড্ডা কতডুক অষুধ থাহে, কয় বেলা খাওয়াইলে কতডুক যে এগুলা ম পা ললা ক আমনেএই এটআগে কছে বউড়া না এাড়া মামল লাই বাল ওই তা আল গুড্ডা কান ব ানতিইরনা থাকলে তে ই কা এইয়া না বালি খাওয়ার লাগবে না মানে েরা পাব। এহন ধরে না আমি সকাল বলে যে খাওয়াইয় ম হেই সময় ও থাহে ঘুমাইন্না।",0.9491525423728814,0.6185897435897436,0.847457627118644,0.4230769230769231,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_barishal_0022.wav
